phase,vol_window,k,move_share,model,accuracy,balanced_accuracy,macro_f1,log_loss,roc_auc,brier,fold_macro_f1_mean,fold_macro_f1_std,fold_macro_f1_worst,robust_score,oof_rows
confirm,7,1.1,0.2671345029239766,extra_trees,0.7027777777777777,0.6612314151784431,0.6507041231784837,0.6089844907301635,0.7238087021539701,0.20932059263985106,0.6484140136719012,0.03040271338841811,0.6032511365201818,0.6408133353247967,720
confirm,7,0.9,0.33824561403508774,extra_trees,0.6666666666666666,0.651098901098901,0.6449674964455658,0.6373970164322154,0.6906203364536697,0.22281036563371448,0.6438384114964624,0.027438367559554106,0.6122209165687427,0.6369788196065739,720
confirm,21,0.7,0.3880701754385965,extra_trees,0.6013888888888889,0.5981313958734003,0.5960204179382262,0.6662105223315465,0.6392826332993012,0.23673707171054875,0.5954864488264284,0.011809859501297893,0.5764174327758778,0.5925339839511039,720
